"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","ID","talker","gender","order","duration","speech_rate","transcript","Order","clip1_id","clip2_id","selected_clip","clip1_speaker","clip2_speaker","clip1_gender","clip2_gender","clip1_transcript","clip2_transcript","accuracy","question_order"
"","","","","","html-keyboard-response","378","1076866","0.0-378.0","","","","","","","","","","","","449","
        <center>
            <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
            <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
        </center>
        <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","s","","","","","","","","20","F2_04","M4_04","","F2","M4","female","male","And then upstairs in her apartment, she would make rice wine.","The most intimate group of friends.","",""
"","","","","","survey","379","1128923","0.0-379.0","","","","","","","","","","","","50985","","{""P0_Q0"":null,""zipcode_growing_up"":""02332"",""zipcode_teenage_years"":""02332"",""zipcode_adult_years"":""02115"",""zipcode_current"":""02045"",""gender"":""Female"",""age"":""1986"",""race"":[""White""],""income"":100000,""education"":""Undergraduate degree""}","","","","","","","","","","","","","","","","","","[]",""
"","","","","","survey-html-form","380","1135407","0.0-380.0","","","","","","","","","","","","6230","","{""lang1"":""English"",""lang2"":"""",""lang3"":"""",""lang4"":"""",""lang5"":""""}","","","","","","","","","","","","","","","","","","",""
"","","","","","survey","381","1171939","0.0-381.0","","","","","","","","","","","","36271","","{""family_generations_in_area"":""3"",""boston_accent_opinion"":""Yes"",""boston_accent_area"":""South Boston, Dorchestor, Boston, Quincy, Brockton""}","","","","","","","","","","","","","","","","","","[]",""
"","","","","","survey","382","1196975","0.0-382.0","","","","","","","","","","","","24769","","{""speak_with"":""No"",""immigrant_percentage"":""2"",""Boston_people"":20,""boston_friends"":""Yes"",""boston_family"":""No""}","","","","","","","","","","","","","","","","","","[]",""
"","","","","","survey-html-form","383","1220020","0.0-383.0","","","","","","","","","","","","22793","","{""word1"":""harsh"",""word2"":""tough"",""word3"":""confident""}","","","","","","","","","","","","","","","","","","",""
"","","","","","survey","384","1281241","0.0-384.0","","","","","","","","","","","","60961","","{""neighborhood_changes_opinion"":""There are a lot of new apartments in my town, this has increased traffic significantly"",""community_issues"":""road infrastructure, eroding seawalls, quality of schools"",""preserve_culture_importance"":""Important""}","","","","","","","","","","","","","","","","","","[]",""
"","","","","","survey-likert","385","1295004","0.0-385.0","","","","","","","","","","","","13509","","{""likert_badenglish"":0,""likert_identity"":3,""likert_unity"":1,""likert_disappear"":0}","","","","","","","","","","","","","","","","","","","[0,1,2,3]"
"","","","","","survey-likert","386","1297820","0.0-386.0","","","","","","","","","","","","2563","","{""Q0"":3}","","","","","","","","","","","","","","","","","","","[0]"
"","","","","","survey","387","1300888","0.0-387.0","","","","","","","","","","","","2809","","{""futurestudies"":""Yes""}","","","","","","","","","","","","","","","","","","[]",""
